# distance SDV3 SDV4
3.68677921e+01 8.78467846e+00 -2.67341328e+00
3.74221973e+01 8.72478676e+00 -2.68827128e+00
3.79765987e+01 8.64907265e+00 -2.70030570e+00
3.85310020e+01 8.58254528e+00 -2.71615505e+00
3.90854034e+01 8.55107689e+00 -2.73581934e+00
3.96398067e+01 8.53158760e+00 -2.75929761e+00
4.01942120e+01 8.51321602e+00 -2.78659105e+00
4.07486134e+01 8.49596596e+00 -2.81769896e+00
4.13030167e+01 8.47983742e+00 -2.85262132e+00
4.18574181e+01 8.46693230e+00 -2.89860964e+00
4.24118195e+01 8.49655342e+00 -3.00757265e+00
4.29662266e+01 8.53176308e+00 -3.09057188e+00
4.35206280e+01 8.56974792e+00 -3.14760590e+00
4.40750313e+01 8.61050892e+00 -3.19794106e+00
4.46294327e+01 8.65404701e+00 -3.41504645e+00
4.51838341e+01 8.70036221e+00 -3.63165283e+00
4.57382393e+01 8.74945450e+00 -3.84776163e+00
4.62926426e+01 8.80132198e+00 -3.73018718e+00
4.68470459e+01 8.79682446e+00 -3.78739381e+00
4.74014473e+01 8.76871872e+00 -4.06123829e+00
4.79558506e+01 8.74485588e+00 -4.55172300e+00
4.85102539e+01 8.72523689e+00 -5.25885487e+00
4.90646572e+01 8.70985985e+00 -6.18262243e+00
4.96190605e+01 8.69872665e+00 -7.32304049e+00
5.01734619e+01 8.69183540e+00 -8.68008900e+00
